,Function Name  ,Type  ,MValue  ,Degree of Confidence  ,Accuracy  ,Specificity  ,Sensitivity  ,ROC AUC  
0,------------,------------,------------,------------,------------,------------,------------,------------
1,dengChunSimilarity,-,0.998018533608,0.000630027441291,0.199392712551,0.199392712551,0.199392712551,0.496845032605
2,liangShiSimilarity,e,0.998018533608,0.00063002744129,0.199392712551,0.199392712551,0.199392712551,0.496845032605
3,liangShiSimilarity,s,0.998018533608,0.00063002744129,0.199392712551,0.199392712551,0.199392712551,0.496845032605
4,liangShiSimilarity,h,0.998414826886,0.000504021953032,0.199392712551,0.199392712551,0.199392712551,0.496845032605
5,parkKwunLimSimilarity,-,0.998018533608,0.00063002744129,0.199392712551,0.199392712551,0.199392712551,0.496845032605
6,mitchellSimilarity,-,0.998018533608,0.00063002744129,0.199392712551,0.199392712551,0.199392712551,0.496845032605
7,julHungLinSimilarity,1,0.998811120165,30.0007560329,0.2004048583,0.2004048583,0.2004048583,0.496845032605
8,julHungLinSimilarity,2,0.996037067216,0.00126005488258,0.199392712551,0.199392712551,0.199392712551,0.496845032605
9,hungYangSimilarity,l,0.998018533608,0.000630027441291,0.199392712551,0.199392712551,0.199392712551,0.496845032605
10,hungYangSimilarity,e,0.996869372035,0.000994437203544,0.199392712551,0.199392712551,0.199392712551,0.496845032605
11,hungYangSimilarity,c,0.99604716529,0.00125437729321,0.199392712551,0.199392712551,0.199392712551,0.496845032605
12,yenSimilarity,-,2.65799757257e-05,3.42078821748e-09,0.721153846154,0.721153846154,0.721153846154,0.478524964838
13,hwangYangSimilarity,-,0.990526601841,0.00112318452162,0.345141700405,0.345141700405,0.345141700405,0.359416954354
14,hungYangSimilarity2,l,0.999437917319,5.3684591546e-05,0.779352226721,0.779352226721,0.779352226721,0.488665132336
15,hungYangSimilarity2,e,0.999221118033,7.43682479407e-05,0.779352226721,0.779352226721,0.779352226721,0.488665132336
16,hungYangSimilarity2,c,0.999049116189,9.0763300668e-05,0.779352226721,0.779352226721,0.779352226721,0.488665132336
17,zhangFuSimilarity,-,0.998018533608,0.00063002744129,0.199392712551,0.199392712551,0.199392712551,0.496845032605
18,hungYangSimilarity3,w1,0.996399263069,0.00138499590192,0.197368421053,0.197368421053,0.197368421053,0.5
19,hungYangSimilarity3,w2,0.997027800412,0.000945041161935,0.199392712551,0.199392712551,0.199392712551,0.496845032605
20,hungYangSimilarity3,pk1,0.995609201917,0.00139305476175,0.199392712551,0.199392712551,0.199392712551,0.496845032605
21,hungYangSimilarity3,pk2,0.527456806083,0.0537863864931,0.528340080972,0.528340080972,0.528340080972,0.558302167242
22,hungYangSimilarity3,pk3,0.997798370675,0.000700030490322,0.199392712551,0.199392712551,0.199392712551,0.496845032605
23,hungYangSimilarity3,new1,0.0,0.0,0.199898785425,0.199898785425,0.199898785425,0.5
24,hungYangSimilarity3,new2,1.28321779653e-15,1.28321779653e-15,0.221153846154,0.221153846154,0.221153846154,0.515899501343
25,chenSimilarity,-,0.998018533608,0.000630027441291,0.199392712551,0.199392712551,0.199392712551,0.496845032605
26,hungYangDistance4,l,0.998018533608,0.00063002744129,0.199392712551,0.199392712551,0.199392712551,0.496845032605
27,hungYangDistance4,e,0.99542849434,0.00145070061069,0.199392712551,0.199392712551,0.199392712551,0.496845032605
28,hungYangDistance4,c,0.994085760697,0.00187311813971,0.199392712551,0.199392712551,0.199392712551,0.496845032605
29,hongKimSimilarity,-,0.998018533608,0.00063002744129,0.199392712551,0.199392712551,0.199392712551,0.496845032605
30,chenSimilarity2,-,0.998018533608,0.00063002744129,0.199392712551,0.199392712551,0.199392712551,0.496845032605
31,liuSimilarity,-,0.998018533608,0.00063002744129,0.199392712551,0.199392712551,0.199392712551,0.496845032605
32,iancuSimilarity,1,0.999109735805,0.0017893839836,0.223178137652,0.223178137652,0.223178137652,0.535160944892
33,iancuSimilarity,2,1.00170053865,0.00238178232349,0.183704453441,0.183704453441,0.183704453441,0.461900652091
34,iancuSimilarity,3,0.493124138458,0.000603639271426,0.199898785425,0.199898785425,0.199898785425,0.5
35,iancuSimilarity,4,0.506453604051,0.000407986378615,0.200910931174,0.200910931174,0.200910931174,0.537274645186
36,iancuSimilarity,5,0.629839950557,0.000389179472446,0.261639676113,0.261639676113,0.261639676113,0.409057345608
37,iancuSimilarity,6,0.629839950557,0.000389179472446,0.261639676113,0.261639676113,0.261639676113,0.409057345608
38,iancuSimilarity,7,0.949725021314,0.00640980983168,0.199898785425,0.199898785425,0.199898785425,0.5
39,iancuSimilarity,8,1.05488593719,0.00252335420202,0.197368421053,0.197368421053,0.197368421053,0.5
40,iancuSimilarity,9,0.665678679298,0.000653286640245,0.256072874494,0.256072874494,0.256072874494,0.491692238844
41,iancuSimilarity,10,0.655011433156,0.00217850557815,0.252024291498,0.252024291498,0.252024291498,0.422741657077
42,iancuSimilarity,11,0.246044440533,0.000824775640635,0.255060728745,0.255060728745,0.255060728745,0.416177598773
43,iancuSimilarity,12,0.740929796125,0.00088191721915,0.04504048583,0.04504048583,0.04504048583,0.625642500959
44,iancuSimilarity,13,-2.98585066879e-05,6.11386074616e-09,0.0283400809717,0.0283400809717,0.0283400809717,0.468551815625
45,iancuSimilarity,14,0.505136108632,6.28936429969e-05,0.527834008097,0.527834008097,0.527834008097,0.468165835571
46,iancuSimilarity,15,0.5,6.87765184435e-16,0.193825910931,0.193825910931,0.193825910931,0.496167369902
47,iancuSimilarity,16,-16916.5474319,3.14468219427e-05,0.527834008097,0.527834008097,0.527834008097,0.468165835571
48,iancuSimilarity,17,-3.0805113328,0.00120591788027,0.0202429149798,0.0202429149798,0.0202429149798,0.580235104207
49,iancuSimilarity,18,0.495136108632,6.28936429969e-05,0.527834008097,0.527834008097,0.527834008097,0.468165835571
50,iancuSimilarity,19,0.49956317789,0.000875713862981,0.223178137652,0.223178137652,0.223178137652,0.535160944892
51,iancuSimilarity,20,0.747343922795,0.000447933758129,0.286943319838,0.286943319838,0.286943319838,0.414749552487
52,songWangLeiXueSimilarity,-,1.15689794237,0.000426929149093,0.220647773279,0.220647773279,0.220647773279,0.462789285258
53,intarapaiboonSimilarity,-,-2800571.94488,890470.720831,0.199392712551,0.199392712551,0.199392712551,0.496845032605
54,dengjiangFuSimilarity,-,0.995609201917,0.00139305476175,0.199392712551,0.199392712551,0.199392712551,0.496845032605
55,nguyenSimilarity,-,0.999747630973,1.99039878264e-05,0.197368421053,0.197368421053,0.197368421053,0.5
56,chenChengLanSimilarity,-,-73.4932290165,23.6858816553,0.199392712551,0.199392712551,0.199392712551,0.496845032605
57,muthuKrishSimilarity,-,0.994471928175,0.00142202108788,0.216599190283,0.216599190283,0.216599190283,0.49673635085
